row ID,row m/z,row retention time,intensity_measure,ion_mobility,ion_mobility_unit,ccs,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak area,20250402_PMA_tp24_dbgi_mapp_stdby.mzML Peak area,20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak area,20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak area,Unnamed: 23
1212,649.1158619748416,2.8969874,height,,,,,,,,,,,0.0,3950426.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1213,695.1134387049207,2.8969874,height,,,,,,,,,,,0.0,3359277.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1214,1243.296959508733,2.8969874,height,,,,,,,,,,,0.0,9155651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1215,1265.2319912603546,2.8969874,height,,,,,,,,,,,0.0,7739920.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1216,587.3281649836305,2.9032414,height,,,,,,,,,,,0.0,0.0,5134555.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1217,588.2872629478221,2.9032414,height,,,,,,,,,,,0.0,0.0,2043323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1218,604.3545071011958,2.904081,height,,,,,,,,,,,0.0,22363094.0,49595264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1219,273.03954774855987,2.9049208,height,,,,,,,,,,,0.0,6914900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1220,465.1031410558269,2.9049208,height,,,,,,,,,,,0.0,50924790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1221,626.1722280123356,2.9049208,height,,,,,,,,,,,0.0,13792795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1222,631.1277633804405,2.9049208,height,,,,,,,,,,,0.0,3262224.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1223,462.2733345887653,2.9064054,height,,,,,,,,,,,16933204.0,18760420.0,15429459.0,18843772.0,17757258.0,18775892.0,18412626.0,0.0,19301648.0,19965728.0,
1224,137.98790654210785,2.9109502,height,,,,,,,,,,,0.0,0.0,1088010.2,0.0,0.0,0.0,1105763.8,0.0,0.0,0.0,
1225,404.155685225399,2.9115124,height,,,,,,,,,,,0.0,0.0,10396340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1226,409.1113852255357,2.9115124,height,,,,,,,,,,,0.0,0.0,2816007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1227,334.16509461620416,2.9128747,height,,,,,,,,,,,0.0,13697268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1228,577.1340592398024,2.9133463,height,,,,,,,,,,,2707718.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1229,653.1349675950329,2.9133463,height,,,,,,,,,,,23333382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1230,684.2655834622985,2.9209664,height,,,,,,,,,,,0.0,9704024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1231,1151.2463949998112,2.9217794,height,,,,,,,,,,,6018871.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1232,139.9826664122811,2.9242435,height,,,,,,,,,,,3471531.8,3659425.2,2745046.8,0.0,0.0,0.0,3900409.2,0.0,0.0,0.0,
1233,576.265150980458,2.9303398,height,,,,,,,,,,,1287863.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1234,1439.308530995636,2.9303398,height,,,,,,,,,,,1141445.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1235,211.1698066706604,2.9366663,height,,,,,,,,,,,0.0,0.0,2429444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1236,413.2156022000288,2.9366663,height,,,,,,,,,,,0.0,0.0,3228750.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1237,532.2968262928915,2.9371414,height,,,,,,,,,,,0.0,18430542.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1238,564.3594404536242,2.9433045,height,,,,,,,,,,,14340515.0,52642268.0,65572216.0,10135403.0,0.0,10035376.0,10061888.0,0.0,10614845.0,10633026.0,
1239,219.1748974339628,2.944783,height,,,,,,,,,,,0.0,0.0,4554447.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1240,457.2415547176651,2.944783,height,,,,,,,,,,,0.0,0.0,10910102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1241,548.2921673206647,2.944783,height,,,,,,,,,,,0.0,0.0,9435327.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1242,553.3006247033376,2.944783,height,,,,,,,,,,,0.0,0.0,1536145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1243,575.2827840758082,2.944783,height,,,,,,,,,,,0.0,0.0,9303429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1244,598.359311789688,2.944783,height,,,,,,,,,,,0.0,0.0,2229834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1245,547.3333515264853,2.9449902,height,,,,,,,,,,,0.0,3228220.2,4184822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1246,401.160021401278,2.9451976,height,,,,,,,,,,,0.0,3531195.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1247,668.2704972669846,2.9451976,height,,,,,,,,,,,0.0,136667550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1248,698.2815759242261,2.9451976,height,,,,,,,,,,,0.0,2875740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1249,301.0346271884565,2.9521155,height,,,,,,,,,,,2190573.2,28203242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1250,335.2011431216169,2.9530203,height,,,,,,,,,,,0.0,0.0,4288805.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1251,353.21174363328765,2.9530203,height,,,,,,,,,,,0.0,0.0,9773218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1252,371.2222943056183,2.9530203,height,,,,,,,,,,,0.0,0.0,8366759.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1253,389.2328002310585,2.9530203,height,,,,,,,,,,,0.0,0.0,5125032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1254,618.3343721828948,2.9530203,height,,,,,,,,,,,0.0,0.0,2287962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1255,190.99339687275557,2.9533184,height,,,,,,,,,,,0.0,2290698.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1256,212.1649601162478,2.9538288,height,,,,,,,,,,,2164356.2,3722742.2,3558362.0,0.0,3102611.2,3261799.0,3397982.8,0.0,3480453.5,3359885.2,
1257,173.0861523868202,2.9552672,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1817845.0,0.0,0.0,0.0,0.0,
1258,339.1759307987282,2.9614766,height,,,,,,,,,,,0.0,2642679.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1259,347.1731374052944,2.9614766,height,,,,,,,,,,,0.0,7706454.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1260,468.2508793164879,2.969735,height,,,,,,,,,,,0.0,3685092.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1261,656.2713531149573,2.969735,height,,,,,,,,,,,0.0,4234802.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1262,716.2923068201497,2.969735,height,,,,,,,,,,,0.0,1967063.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1263,248.1285095150481,2.9779994,height,,,,,,,,,,,0.0,7379735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1264,551.2858733213602,2.9787412,height,,,,,,,,,,,0.0,0.0,1385761.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1265,374.1445583880583,2.9822936,height,,,,,,,,,,,3979587.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1266,131.04932817956183,2.9907978,height,,,,,,,,,,,2452316.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1267,322.12857168712003,2.9907978,height,,,,,,,,,,,21257796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1268,479.08241422882463,2.9907978,height,,,,,,,,,,,2911934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1269,207.1382826115548,2.9939368,height,,,,,,,,,,,0.0,6028885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1270,331.0814150225048,2.9939368,height,,,,,,,,,,,0.0,202476690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1271,415.1579287228712,2.9939368,height,,,,,,,,,,,0.0,22542046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1272,493.13455244785735,2.9939368,height,,,,,,,,,,,0.0,20610576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1273,531.2442251835538,2.9939368,height,,,,,,,,,,,0.0,5619697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1274,553.2259076734622,2.9939368,height,,,,,,,,,,,0.0,12731803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1275,639.192349980296,2.9939368,height,,,,,,,,,,,0.0,68830600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1276,801.2445912472023,2.9939368,height,,,,,,,,,,,0.0,148712340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1277,823.2266874124609,2.9939368,height,,,,,,,,,,,0.0,46070544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1278,845.1621079448662,2.9939368,height,,,,,,,,,,,0.0,6062040.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1279,578.3389372582407,2.998612,height,,,,,,,,,,,0.0,2952468.0,9333190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1280,1153.2615912801482,2.9993103,height,,,,,,,,,,,1624014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1281,307.102815188202,3.001893,height,,,,,,,,,,,0.0,5178391.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1282,410.2025609726111,3.001893,height,,,,,,,,,,,0.0,19638626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1283,631.3546958635756,3.0033493,height,,,,,,,,,,,0.0,0.0,4996279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1284,648.3807109138453,3.004336,height,,,,,,,,,,,3867957.5,25387612.0,66803784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1285,162.99848463790468,3.0063004,height,,,,,,,,,,,1881077.5,1974111.2,1770276.8,0.0,1838028.5,0.0,0.0,0.0,0.0,3019213.2,
1286,303.0501527878647,3.0088391,height,,,,,,,,,,,6505106.0,10207854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1287,465.1033768414964,3.0088391,height,,,,,,,,,,,4322563.0,7012456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1288,463.1930133925656,3.0099118,height,,,,,,,,,,,0.0,3040418.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1289,323.2010763765635,3.0113888,height,,,,,,,,,,,0.0,0.0,46196150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1290,335.20110047292985,3.0113888,height,,,,,,,,,,,0.0,0.0,8798339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1291,341.21169921115256,3.0113888,height,,,,,,,,,,,0.0,0.0,34489190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1292,353.2116817377551,3.0113888,height,,,,,,,,,,,0.0,0.0,16466002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1293,359.222117377908,3.0113888,height,,,,,,,,,,,0.0,0.0,20775290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1294,371.2222547782575,3.0113888,height,,,,,,,,,,,0.0,0.0,10637874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1295,503.2648715323291,3.0113888,height,,,,,,,,,,,0.0,0.0,2656390.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1296,569.2960207540079,3.0113888,height,,,,,,,,,,,0.0,0.0,23269950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1297,591.2780783157363,3.0113888,height,,,,,,,,,,,0.0,0.0,21607250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1298,614.3541413716365,3.0113888,height,,,,,,,,,,,0.0,0.0,2490561.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1299,632.3137747272492,3.0113888,height,,,,,,,,,,,0.0,0.0,3072980.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1300,506.2996953347727,3.014413,height,,,,,,,,,,,22173256.0,21198004.0,19432930.0,21854680.0,22448122.0,23754652.0,23944234.0,0.0,22526238.0,23910802.0,
1301,595.1657798347139,3.0162392,height,,,,,,,,,,,3641888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1302,604.354710455868,3.019495,height,,,,,,,,,,,0.0,0.0,2562810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1303,398.2435355046314,3.0246997,height,,,,,,,,,,,8960837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1304,863.1815804704557,3.0246997,height,,,,,,,,,,,6215133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1305,259.09704748059016,3.0308385,height,,,,,,,,,,,0.0,6283093.5,950975.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1306,190.99347469638985,3.0355933,height,,,,,,,,,,,2232958.2,2131011.5,2098523.5,0.0,2179985.5,0.0,2557035.2,0.0,0.0,3529753.5,
1307,411.19990306254334,3.035976,height,,,,,,,,,,,0.0,0.0,2450507.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1308,608.3858623993772,3.0386162,height,,,,,,,,,,,11747209.0,60279396.0,60449196.0,7488471.0,0.0,0.0,8200080.5,0.0,0.0,0.0,
1309,227.98301164202,3.0403917,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763909.94,
1310,140.1070918309148,3.041822,height,,,,,,,,,,,0.0,70577790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1311,234.0763318708722,3.041822,height,,,,,,,,,,,0.0,5658129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1312,252.08679942835192,3.041822,height,,,,,,,,,,,0.0,108268240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1313,262.1435865702808,3.041822,height,,,,,,,,,,,0.0,1689567500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1314,274.06861403842424,3.041822,height,,,,,,,,,,,0.0,17221844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1315,513.2233698501572,3.041822,height,,,,,,,,,,,0.0,15182967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1316,576.3227145367855,3.041822,height,,,,,,,,,,,0.0,15481880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1317,282.1701398949396,3.0497177,height,,,,,,,,,,,0.0,30651336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1318,559.2573077650975,3.0497177,height,,,,,,,,,,,0.0,3457284.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1319,139.98261683173922,3.0498667,height,,,,,,,,,,,0.0,3120626.0,3152556.0,3083080.5,2961461.2,3325386.0,0.0,0.0,0.0,4745231.0,
1320,449.10811116018624,3.0504432,height,,,,,,,,,,,7831675.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1321,430.2655040413708,3.0551114,height,,,,,,,,,,,0.0,1620313.8,2334100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1322,592.3180176226554,3.0551114,height,,,,,,,,,,,0.0,3241887.2,9217189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1323,463.0872222285062,3.0591242,height,,,,,,,,,,,6613918.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1324,321.1856327056953,3.0609612,height,,,,,,,,,,,0.0,0.0,2877647.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1325,367.1911454303796,3.0609612,height,,,,,,,,,,,0.0,0.0,7706603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1326,421.2230889279723,3.0609612,height,,,,,,,,,,,0.0,0.0,3261268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1327,167.0131454289281,3.065578,height,,,,,,,,,,,0.0,6499885.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1328,468.24994112146777,3.065578,height,,,,,,,,,,,0.0,13511883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1329,482.2640112263591,3.0735674,height,,,,,,,,,,,0.0,10106414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1330,668.2704624096318,3.0735674,height,,,,,,,,,,,0.0,50235764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1331,1151.244750538796,3.0758762,height,,,,,,,,,,,26103046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1332,566.428568661612,3.0769467,height,,,,,,,,,,,0.0,0.0,2240513.2,0.0,0.0,3284638.8,3305274.0,0.0,3402434.2,3538991.2,
1333,137.987650860906,3.0770473,height,,,,,,,,,,,0.0,1735444.6,1220104.6,1113412.4,969542.8,0.0,0.0,0.0,1162967.8,1498697.5,
1334,339.1962833242146,3.0776196,height,,,,,,,,,,,0.0,0.0,3962031.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1335,385.20148949781054,3.0776196,height,,,,,,,,,,,0.0,0.0,3335129.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1336,482.2608977937056,3.0776196,height,,,,,,,,,,,0.0,0.0,3610762.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1337,285.1700252133468,3.079599,height,,,,,,,,,,,0.0,5140433.0,4678709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1338,487.2159831025846,3.079599,height,,,,,,,,,,,0.0,4581847.0,6496042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1339,320.14954287746366,3.081578,height,,,,,,,,,,,0.0,11165547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1340,515.2491110914729,3.081578,height,,,,,,,,,,,0.0,5171646.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1341,533.2594638615021,3.081578,height,,,,,,,,,,,0.0,4204824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1342,550.2861476931079,3.081578,height,,,,,,,,,,,0.0,11577130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1343,555.2415925124902,3.081578,height,,,,,,,,,,,0.0,7542413.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1344,262.16577131625087,3.0838547,height,,,,,,,,,,,0.0,9000693.0,0.0,0.0,0.0,952711.75,901196.5,0.0,0.0,0.0,
1345,575.1184512925213,3.0841618,height,,,,,,,,,,,1890325.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1346,577.1339053220887,3.0841618,height,,,,,,,,,,,7066235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1347,1149.2308233191673,3.0841618,height,,,,,,,,,,,1947439.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1348,357.2066404515159,3.085732,height,,,,,,,,,,,0.0,0.0,3557495.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1349,457.2418979575658,3.085732,height,,,,,,,,,,,0.0,0.0,6821908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1350,474.29181250066966,3.0917516,height,,,,,,,,,,,0.0,1744678.2,2365585.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1351,692.4068025779576,3.0920322,height,,,,,,,,,,,3382498.0,26645634.0,50597090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1352,346.7075232494283,3.0938735,height,,,,,,,,,,,0.0,0.0,3822359.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1353,622.3655968316896,3.0938735,height,,,,,,,,,,,0.0,0.0,7563555.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1354,339.1755429461907,3.0977318,height,,,,,,,,,,,0.0,3716372.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1355,355.2203551790719,3.0977318,height,,,,,,,,,,,0.0,4039328.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1356,217.10750326323853,3.0979428,height,,,,,,,,,,,2331075.0,2183963.8,1872097.5,3018343.8,3899157.8,3937431.0,3680110.5,0.0,3101373.5,3379704.2,
1357,239.0894075629192,3.098513,height,,,,,,,,,,,1833740.1,0.0,0.0,1012830.2,1261417.2,1288070.0,1263466.2,0.0,992025.1,1114314.9,
1358,173.08137174016966,3.0994616,height,,,,,,,,,,,0.0,0.0,0.0,1226924.2,1562702.6,1564561.5,1456636.1,0.0,1196944.6,1321637.4,
1359,234.13418032969625,3.1024127,height,,,,,,,,,,,0.0,0.0,0.0,0.0,1084844.8,1085961.6,1029051.9,0.0,807686.56,923562.7,
1360,312.9000202588332,3.1092834,height,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683444.3,0.0,
1361,648.3815137191974,3.1104045,height,,,,,,,,,,,0.0,0.0,2593029.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1362,676.3402218260122,3.1104045,height,,,,,,,,,,,0.0,0.0,3063384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1363,550.3258576977098,3.1119733,height,,,,,,,,,,,19693008.0,24468468.0,18173564.0,23609990.0,24264412.0,25008234.0,24492304.0,0.0,24237292.0,24665578.0,
1364,452.27888281414863,3.1162205,height,,,,,,,,,,,0.0,3451823.5,5228012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1365,443.7657038453292,3.1186526,height,,,,,,,,,,,0.0,0.0,1776761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1366,124.11235471813173,3.1216984,height,,,,,,,,,,,0.0,4343197.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1367,246.1490317371733,3.1216984,height,,,,,,,,,,,0.0,243930130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1368,376.175744115546,3.1216984,height,,,,,,,,,,,0.0,5621185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1369,652.4123008782746,3.1265037,height,,,,,,,,,,,8773069.0,53930772.0,49431484.0,5113910.0,6010943.5,0.0,5481833.0,0.0,0.0,5489996.0,
1370,251.18562028363775,3.1292357,height,,,,,,,,,,,1165931.9,1421749.2,1374017.4,0.0,0.0,0.0,0.0,0.0,1197436.1,1331683.9,
1371,291.0976202376604,3.1296067,height,,,,,,,,,,,0.0,6299811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1372,595.1654335734979,3.1296067,height,,,,,,,,,,,0.0,380706430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1373,617.1479349208549,3.1296067,height,,,,,,,,,,,0.0,66510760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1374,633.1216305462494,3.1296067,height,,,,,,,,,,,0.0,5510317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1375,1211.3071473937016,3.1296067,height,,,,,,,,,,,0.0,9692872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1376,1233.2421839834228,3.1296067,height,,,,,,,,,,,0.0,9160420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1377,203.17974501671085,3.1353383,height,,,,,,,,,,,5808082.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1378,221.19026825136572,3.1353383,height,,,,,,,,,,,3346301.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1379,527.2466753291666,3.1353383,height,,,,,,,,,,,3886020.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1380,498.2598914628585,3.1375399,height,,,,,,,,,,,0.0,76593110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1381,512.275943238299,3.1375399,height,,,,,,,,,,,0.0,28103248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1382,620.3493564436325,3.1375399,height,,,,,,,,,,,0.0,12312490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1383,636.3450469974255,3.1436315,height,,,,,,,,,,,0.0,0.0,8778890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1384,706.3870035280432,3.1436315,height,,,,,,,,,,,0.0,0.0,2133502.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1385,232.1334841920614,3.1454859,height,,,,,,,,,,,0.0,5373514.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1386,437.1425394818112,3.1454859,height,,,,,,,,,,,0.0,10524046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1387,287.05506819074463,3.149663,height,,,,,,,,,,,4334091.5,444749400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1388,449.1081781263284,3.149663,height,,,,,,,,,,,2459354.8,74238820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1389,341.21182584075854,3.1518586,height,,,,,,,,,,,0.0,0.0,2306832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1390,432.18694811025006,3.1534772,height,,,,,,,,,,,0.0,24689364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1391,668.2709143787627,3.1534772,height,,,,,,,,,,,0.0,12361049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1392,335.2011776455422,3.15995,height,,,,,,,,,,,0.0,0.0,6733894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1393,353.21177679688367,3.15995,height,,,,,,,,,,,0.0,0.0,17239022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1394,371.222412667303,3.15995,height,,,,,,,,,,,0.0,0.0,11760510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1395,389.2327221790711,3.15995,height,,,,,,,,,,,0.0,0.0,10060167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1396,407.243740730712,3.15995,height,,,,,,,,,,,0.0,0.0,3772818.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
