cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
1083	337.21683220852816	2.71207	-1		
1084	355.2274133638151	2.71207	-1		
1085	373.2380158073782	2.71207	-1	1085.0	Gitoxigenin CollisionEnergy:102040
1086	391.2483444697065	2.71207	33	1086.0	"""(R)-4-((3S,5R,6S,7S,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
1087	553.3015816271595	2.71207	634	1087.0	NCGC00385999-01_C29H44O10_Card-20(22)-enolide, 3-(beta-D-glucopyranosyloxy)-5,14-dihydroxy-, (3alpha,5beta,8xi,9xi)-
1088	570.3282073374743	2.71207	634		
1089	598.3596029650153	2.71207	-1		
1090	139.98263001121305	2.715319	5		
1091	173.13275951467944	2.71662	340	1091.0	Spectral Match to Formestane from NIST14
1092	550.2860656383644	2.71662	-1		
1093	555.2414652635514	2.71662	-1		
1094	459.2805924629672	2.718318	154	1094.0	Spectral Match to Decaethylene glycol from NIST14
1095	476.3070010794822	2.7199621	154		
1096	210.1105962465136	2.720297	-1		
1097	140.10713157721736	2.7245657	-1		
1098	168.102093391797	2.7245657	100		
1099	262.14374232149413	2.7245657	214		
1100	290.13865853852434	2.7245657	214	1100.0	Benzoylecgonine_CE30
1101	452.2130593253529	2.7245657	37		
1102	170.11787992308533	2.7264209	-1		
1103	188.1284941527693	2.7264209	-1		
1104	530.2813036683623	2.7265928	17		
1105	434.2031848425163	2.7286198	19	1105.0	Phenylethyl primeveroside
1106	470.2652646140924	2.7294934	448		
1107	158.96166068662706	2.732545	10		
1108	568.2963249934772	2.732545	224	1108.0	Genipin 1-gentiobioside
1109	162.99859771288203	2.7365453	76		
1110	190.99351509736232	2.7365453	-1		
1111	412.2186786634043	2.7368906	19	1111.0	(Z)-3-Hexenylvicianoside
1112	508.2412118963971	2.7368906	258		
1113	179.07080202842897	2.745174	36		
1114	197.0814274689596	2.745174	36		
1115	373.11365846387656	2.745174	316	1115.0	NCGC00384897-01_C16H20O10_3-(Benzoyloxy)-2-hydroxypropyl beta-D-glucopyranosiduronic acid
1116	390.139743945188	2.745174	316	1116.0	(2S,3S,4S,5R,6R)-6-(3-benzoyloxy-2-hydroxypropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid
1117	395.09521424150125	2.745174	-1	1117.0	(2S,3S,4S,5R,6R)-6-(3-benzoyloxy-2-hydroxypropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid
1118	208.09700356317973	2.7471578	-1		
1119	171.9933262488391	2.748949	7		
1120	726.4125035597039	2.757405	12		
1121	457.2419432355731	2.7620487	-1		
1122	209.1539321855345	2.7638602	114		
1123	193.1593080922163	2.7703216	212		
1124	254.1756377785327	2.7703216	213		
1125	339.1082265254897	2.7703216	251		
1126	361.08999738076864	2.7703216	108	1126.0	3-p-coumaroylquinic acid (known structural isomers: 2; isobaric peaks in run: 1)
1127	490.2864812631279	2.7720528	240		
1128	684.2652513892583	2.7737842	34		
1129	147.04434745663957	2.7760737	-1		
1130	136.07590110104388	2.7818258	-1		
1131	154.08648772087616	2.7818258	539		
1132	276.12326156647214	2.7818258	214		
1133	298.10524912445044	2.7818258	214		
1134	325.09214024573805	2.7818258	28		
1135	360.1291119280745	2.7818258	28		
1136	365.0846646542505	2.7818258	97		
1137	418.2470459593464	2.7850986	97		
1138	440.2548834229888	2.7897823	448		
1139	865.1965320875303	2.7897823	3		
1140	887.1789117355974	2.7897823	-1		
1141	262.14404554153947	2.7898653	214		
1142	1151.245910603044	2.7897823	3		
1143	191.1435500025922	2.7951758	209		
1144	411.1997407024514	2.7951758	19		
1145	543.3020358838133	2.7951758	17		
1146	560.3278694031168	2.7969675	17		
1147	442.26985272056606	2.7977781	58		
1148	863.1814080885171	2.7977781	3		
1149	1728.3777199951662	2.7977781	3		
1150	307.1027488309881	2.7979486	6		
1151	410.2022655729039	2.7979486	37		
1152	415.1578293350542	2.7979486	404		
1153	1439.3088452487875	2.8057804	3		
1154	412.2184088310889	2.8116233	19		
1155	417.1738203862885	2.8116233	-1		
1156	434.2029963687829	2.8116233	19	1156.0	Sayaendoside
1157	439.15837270248977	2.8116233	-1		
1158	287.0549808657528	2.8138177	-1	1158.0	Fisetin
1159	425.0868210384913	2.8138177	3		
1160	575.118356130179	2.8138177	3	1160.0	NCGC00385638-01!2,2'-bis(3,4-dihydroxyphenyl)-3',4,5',6-tetrahydroxyspiro[2H-1-benzofuran-3,9'-3,4-dihydro-2H-furo[2,3-h]chromene]-8'-one [IIN-based: Match]
1161	577.133451769718	2.8138177	3	1161.0	Procyanidin A2 20eV
1162	639.0619303090136	2.8138177	3		
1163	671.0725871580846	2.8138177	-1		
1164	219.1496532000355	2.8144693	36		
1165	488.270614225776	2.8144693	383		
1166	453.3441896698909	2.815902	244		
1167	302.1968725069199	2.8199213	86		
1168	504.2659582799215	2.8199213	240		
1169	347.17315740047417	2.8228736	182		
1170	284.90466828808445	2.8253157	77		
1171	227.9831275926705	2.8281045	47		
1172	241.1051796353921	2.8338141	-1		
1173	139.9826812925106	2.8358848	5		
1174	644.3139843484353	2.8363712	57		
1175	520.3332770753609	2.836744	154		
1176	271.0601067903524	2.8378384	604	1176.0	520-36-5 CollisionEnergy:102040
1177	623.1238437470572	2.8378384	3		
1178	645.1067239212979	2.8378384	-1		
1179	685.0521362128397	2.8378384	-1		
1180	717.0629321750034	2.8378384	-1		
1181	1245.244569042635	2.8378384	-1		
1182	503.3072026344777	2.8379254	240	1182.0	Spectral Match to Undecaethylene glycol from NIST14
1183	684.266194473794	2.8394797	34		
1184	137.09652208061902	2.8445544	-1		
1185	189.1279226479885	2.8445544	378		
1186	313.2167359786487	2.8445544	-1		
1187	404.2286230383281	2.8445544	-1		
1188	409.1839172165543	2.8445544	-1		
1189	207.13830655899503	2.8452225	-1		
1190	473.20243239594686	2.8458903	243		
1191	574.3076970483016	2.8462377	17		
1192	190.99354417765588	2.8525999	67		
1193	339.1962351874096	2.8527522	-1	1193.0	AKOS017191760
1194	357.2066884100246	2.8527522	-1		
1195	440.2547808600181	2.8540277	448		
1196	162.9986740606188	2.8547173	76		
1197	457.2418846153609	2.8610878	-1		
1198	163.11208093027676	2.861691	209		
1199	325.0924282447655	2.864669	28		
1200	360.1292833697374	2.864669	28		
1201	365.0849157793878	2.864669	-1		
1202	181.1226778230448	2.865442	15		
1203	472.2806712543515	2.87069	58		
1204	172.1335175591919	2.8749847	7		
1205	382.1713785807583	2.8781168	-1		
1206	348.1807783911591	2.881096	34		
1207	534.3126233261894	2.8878627	240		
1208	262.1440212212425	2.8969874	214		
1209	303.0499944644982	2.8969874	595	1209.0	Quercetin
1210	611.1604691526152	2.8969874	3	1210.0	Rutin
1211	633.1429544869553	2.8969874	3	1211.0	Rutin (known structural isomers: 0; isobaric peaks in run: 1)
1212	649.1158619748416	2.8969874	-1		
1213	695.1134387049207	2.8969874	-1		
1214	1243.296959508733	2.8969874	-1		
1215	1265.2319912603546	2.8969874	-1		
1216	587.3281649836305	2.9032414	17		
1217	588.2872629478221	2.9032414	17		
1218	604.3545071011958	2.904081	17	1218.0	desmethylenylnocardamine
1219	273.03954774855987	2.9049208	88	1219.0	NCGC00384658-01!7-methoxy-8-(3-methyl-5-oxo-2H-furan-4-yl)chromen-2-one [IIN-based: Match]
1220	465.1031410558269	2.9049208	3	1220.0	Spectral Match to Isoquercitin from NIST14
1221	626.1722280123356	2.9049208	3		
1222	631.1277633804405	2.9049208	3	1222.0	Diosmin
1223	462.2733345887653	2.9064054	97		
1224	137.98790654210785	2.9109502	-1		
1225	404.155685225399	2.9115124	218		
1226	409.1113852255357	2.9115124	97		
1227	334.16509461620416	2.9128747	365		
1228	577.1340592398024	2.9133463	556		
1229	653.1349675950329	2.9133463	3		
1230	684.2655834622985	2.9209664	34		
1231	1151.2463949998112	2.9217794	3		
1232	139.9826664122811	2.9242435	5		
1233	576.265150980458	2.9303398	-1		
1234	1439.308530995636	2.9303398	3		
1235	211.1698066706604	2.9366663	-1		
1236	413.2156022000288	2.9366663	-1		
1237	532.2968262928915	2.9371414	383		
1238	564.3594404536242	2.9433045	154		
1239	219.1748974339628	2.944783	6		
1240	457.2415547176651	2.944783	98		
1241	548.2921673206647	2.944783	240		
1242	553.3006247033376	2.944783	-1		
1243	575.2827840758082	2.944783	-1		
1244	598.359311789688	2.944783	-1		
1245	547.3333515264853	2.9449902	240		
1246	401.160021401278	2.9451976	-1		
1247	668.2704972669846	2.9451976	34		
1248	698.2815759242261	2.9451976	34		
1249	301.0346271884565	2.9521155	88	1249.0	NCGC00169412-03!3,9-dihydroxy-1,4,7,10-tetramethylbenzo[b][1,4]benzodioxepin-6-one
1250	335.2011431216169	2.9530203	33		
1251	353.21174363328765	2.9530203	183		
1252	371.2222943056183	2.9530203	388		
1253	389.2328002310585	2.9530203	33	1253.0	"""(4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
1254	618.3343721828948	2.9530203	17		
1255	190.9933968727556	2.9533184	105		
1256	212.1649601162478	2.9538288	-1		
1257	173.0861523868202	2.9552672	-1		
1258	339.1759307987282	2.9614766	182		
1259	347.1731374052944	2.9614766	182		
1260	468.2508793164879	2.969735	280		
1261	656.2713531149573	2.969735	621		
1262	716.2923068201497	2.969735	621		
1263	248.1285095150481	2.9779994	214		
1264	551.2858733213602	2.9787412	-1		
1265	374.1445583880583	2.9822936	393		
1266	131.04932817956183	2.9907978	-1		
1267	322.12857168712003	2.9907978	159		
1268	479.08241422882463	2.9907978	3	1268.0	Quercetin-3-O-glucuronide
1269	207.1382826115548	2.9939368	176		
1270	331.0814150225048	2.9939368	328		
1271	415.1579287228712	2.9939368	404		
1272	493.13455244785735	2.9939368	3	1272.0	7-hydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one
1273	531.2442251835538	2.9939368	243		
1274	553.2259076734622	2.9939368	404		
1275	639.192349980296	2.9939368	3		
1276	801.2445912472023	2.9939368	3		
1277	823.2266874124609	2.9939368	207		
1278	845.1621079448662	2.9939368	-1		
1279	578.3389372582407	2.998612	240		
1280	1153.2615912801482	2.9993103	3		
1281	307.102815188202	3.001893	6		
1282	410.2025609726111	3.001893	37		
1283	631.3546958635756	3.0033493	17		
1284	648.3807109138453	3.004336	17		
1285	162.99848463790468	3.0063004	76		
1286	303.0501527878647	3.0088391	595	1286.0	Quercetin
1287	465.1033768414964	3.0088391	3	1287.0	Spectral Match to Isoquercitin from NIST14
1288	463.1930133925656	3.0099118	-1		
1289	323.2010763765635	3.0113888	157		
1290	335.20110047292985	3.0113888	33		
1291	341.21169921115256	3.0113888	157		
1292	353.2116817377551	3.0113888	103		
1293	359.222117377908	3.0113888	410		
1294	371.2222547782575	3.0113888	68		
1295	503.2648715323291	3.0113888	-1		
1296	569.2960207540079	3.0113888	253		
1297	591.2780783157363	3.0113888	-1		
1298	614.3541413716365	3.0113888	253		
1299	632.3137747272492	3.0113888	17		
1300	506.2996953347727	3.014413	97		
1301	595.1657798347139	3.0162392	3	1301.0	Massbank:PR302211 Pelargonidin-3,5-di-beta-D-glucoside
1302	604.354710455868	3.019495	17	1302.0	desmethylenylnocardamine
1303	398.2435355046314	3.0246997	58		
1304	863.1815804704557	3.0246997	3		
1305	259.09704748059016	3.0308385	65		
1306	190.99347469638985	3.0355933	39		
1307	411.19990306254334	3.035976	-1		
1308	608.3858623993772	3.0386162	154		
1309	227.98301164202	3.0403917	47		
1310	140.1070918309148	3.041822	-1		
1311	234.0763318708722	3.041822	36	1311.0	1-Benzoylpiperidine-4-carboxylic acid
1312	252.08679942835192	3.041822	36		
1313	262.1435865702808	3.041822	214		
1314	274.06861403842424	3.041822	-1		
1315	513.2233698501572	3.041822	583		
1316	576.3227145367855	3.041822	383		
1317	282.1701398949396	3.0497177	34		
1318	559.2573077650975	3.0497177	583		
1319	139.98261683173922	3.0498667	-1		
1320	449.10811116018624	3.0504432	3	1320.0	KUROMANIN
1321	430.2655040413708	3.0551114	16		
1322	592.3180176226554	3.0551114	240		
1323	463.0872222285062	3.0591242	3	1323.0	Luteolin 7-glucuronide
1324	321.1856327056953	3.0609612	250		
1325	367.1911454303796	3.0609612	301		
1326	421.2230889279723	3.0609612	139		
1327	167.0131454289281	3.065578	50		
1328	468.24994112146777	3.065578	280		
1329	482.2640112263591	3.0735674	280		
1330	668.2704624096318	3.0735674	34		
1331	1151.244750538796	3.0758762	3		
1332	566.428568661612	3.0769467	244		
1333	137.987650860906	3.0770473	-1		
1334	339.1962833242146	3.0776196	32		
1335	385.20148949781054	3.0776196	68		
1336	482.2608977937056	3.0776196	57		
1337	285.1700252133468	3.079599	338		
1338	487.2159831025846	3.079599	-1		
1339	320.14954287746366	3.081578	-1		
1340	515.2491110914729	3.081578	224		
1341	533.2594638615021	3.081578	-1		
1342	550.2861476931079	3.081578	224		
1343	555.2415925124902	3.081578	404		
1344	262.16577131625087	3.0838547	-1		
1345	575.1184512925213	3.0841618	3		
1346	577.1339053220887	3.0841618	3	1346.0	Procyanidin_A2
1347	1149.2308233191673	3.0841618	3		
1348	357.2066404515159	3.085732	418		
1349	457.2418979575658	3.085732	98		
1350	474.29181250066966	3.0917516	16		
1351	692.4068025779576	3.0920322	17		
1352	346.7075232494283	3.0938735	83		
1353	622.3655968316896	3.0938735	240		
1354	339.1755429461907	3.0977318	182		
1355	355.2203551790719	3.0977318	83		
1356	217.10750326323853	3.0979428	512		
1357	239.0894075629192	3.098513	-1		
1358	173.08137174016966	3.0994616	512		
1359	234.13418032969625	3.1024127	512		
1360	312.9000202588332	3.1092834	313		
1361	648.3815137191974	3.1104045	17		
1362	676.3402218260122	3.1104045	17		
1363	550.3258576977098	3.1119733	97		
1364	452.27888281414863	3.1162205	16	1364.0	3-hydroxyoctadecanoyl glutamic acid [M+Na]+
1365	443.7657038453292	3.1186526	16		
1366	124.11235471813173	3.1216984	-1		
1367	246.1490317371733	3.1216984	-1		
1368	376.175744115546	3.1216984	365		
1369	652.4123008782746	3.1265037	154		
1370	251.1856202836377	3.1292357	164		
1371	291.0976202376604	3.1296067	-1	1371.0	Massbank:PR311144 Malonyltryptophan
1372	595.1654335734979	3.1296067	3	1372.0	Massbank:PR101019 Kaempferol-3-Glucoside-3''-Rhamnoside|Kaem-3-Glc-3''-Rha|Kaempferol-3-rungioside|Kaempferol-3-Glucoside-3-Rhamnoside
1373	617.1479349208549	3.1296067	3	1373.0	Massbank:PR040121 Kaempferol-3-O-rutinoside|Nicotiflorin|Kaem_3_Glc_6pp_Rha|5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-
1374	633.1216305462494	3.1296067	-1		
1375	1211.3071473937016	3.1296067	-1		
1376	1233.2421839834228	3.1296067	-1		
1377	203.17974501671085	3.1353383	112	1377.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol
1378	221.1902682513657	3.1353383	-1		
1379	527.2466753291666	3.1353383	501		
1380	498.2598914628585	3.1375399	36		
1381	512.275943238299	3.1375399	36		
1382	620.3493564436325	3.1375399	383		
1383	636.3450469974255	3.1436315	240		
1384	706.3870035280432	3.1436315	17		
1385	232.1334841920614	3.1454859	214		
1386	437.1425394818112	3.1454859	3		
1387	287.05506819074463	3.149663	417	1387.0	Kaempferol
1388	449.1081781263284	3.149663	3	1388.0	Kaempferol-3-O-glucoside
1389	341.21182584075854	3.1518586	144		
1390	432.18694811025006	3.1534772	-1		
1391	668.2709143787627	3.1534772	-1		
1392	335.2011776455422	3.15995	33		
1393	353.21177679688367	3.15995	183		
1394	371.222412667303	3.15995	388		
1395	389.2327221790711	3.15995	33	1395.0	"""(4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
1396	407.243740730712	3.15995	-1	1396.0	"""(4R)-4-((3R,5R,6S,7R,9S,10R,12S,13R,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
1397	537.3063179314216	3.15995	2		
1398	559.2873078692967	3.15995	-1		
1399	582.3641932134676	3.15995	-1		
1400	140.10717559796166	3.1614897	-1		
1401	158.1178324940746	3.1614897	-1		
1402	278.13895225604153	3.1614897	13		
1403	368.7206720470823	3.1680584	83		
1404	377.233584276365	3.1687927	83		
1405	736.4331311922112	3.1687927	17		
1406	139.98240520547228	3.1737304	5		
1407	162.99838721540738	3.1737304	-1		
1408	666.3918744337244	3.1761792	240		
1409	465.7785887162148	3.1769834	16		
1410	474.29174463834727	3.1769834	16		
1411	317.0660391581771	3.1776586	328	1411.0	Isorhamnetin CollisionEnergy:102040
1412	625.1769854455359	3.1776586	3	1412.0	ReSpect:PT109110 Isorhamnetin-3-Galactoside-6''-Rhamnoside|Isor-3-Gal-6''-Rha
1413	1439.3095426541745	3.1778567	3		
1414	190.99328391200768	3.1788282	105		
1415	182.19092052754965	3.184028	91		
1416	131.04931107001173	3.1859713	-1		
1417	203.17969711943363	3.1859713	112	1417.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol
1418	322.12848193844513	3.1859713	159		
1419	344.110649301578	3.1859713	-1		
1420	594.3520666797245	3.2000957	97		
1421	259.0970219067283	3.20143	65	1421.0	CNP0112163
1422	348.72302867774874	3.20143	169		
1423	468.1873771774382	3.20143	-1		
1424	565.1554133470362	3.2026463	3	1424.0	Ambocin
1425	357.2360742426904	3.2046468	169		
1426	696.4383526637605	3.2054553	154		
1427	323.20112191189463	3.2088187	157		
1428	341.21181991704645	3.2088187	144		
1429	351.1961553314252	3.2088187	68		
1430	369.206758797292	3.2088187	68		
1431	405.2279343818444	3.2088187	68	1431.0	strophanthidin CollisionEnergy:102040
1432	589.26297425041	3.2088187	-1		
1433	471.0903751326043	3.2101293	-1		
1434	147.04431904708537	3.2102623	-1		
1435	356.1344426420008	3.2102623	251		
1436	361.0897158839021	3.2102623	108	1436.0	3-p-coumaroylquinic acid (known structural isomers: 2; isobaric peaks in run: 2)
1437	684.2657148493103	3.2102623	35		
1438	487.2159912272172	3.2183998	-1		
1439	577.1340353112599	3.21964	3	1439.0	Procyanidin_A2
1440	266.10266674221657	3.226583	-1		
1441	664.3759030880368	3.226583	383		
1442	863.1820026605102	3.2282023	3		
1443	680.3708580891732	3.234109	240		
1444	346.16528976807695	3.2346206	34		
1445	390.7334711724535	3.2417767	83		
1446	522.2915960724697	3.2417767	-1		
1447	399.24659381349977	3.242187	83		
1448	487.79129591285016	3.242187	16		
1449	496.3043644210937	3.242187	16		
1450	142.1228846832269	3.2425976	-1		
1451	199.98814834183423	3.2425976	7	1451.0	fMet CollisionEnergy:205060
1452	262.1439868578504	3.2425976	13		
1453	494.7517817268196	3.2425976	34		
1454	668.2710051124682	3.2425976	34		
1455	780.4591700002115	3.246158	17		
1456	287.05524620020554	3.250539	417	1456.0	Kaempferol
1457	320.14933773140586	3.250539	214		
1458	449.1079264598893	3.250539	3	1458.0	Kaempferol-3-O-glucoside
1459	710.4182380515034	3.258237	240		
1460	540.3307812055249	3.2663827	-1		
1461	1149.2306198938145	3.2718248	3		
1462	137.98764367207153	3.2725163	216		
1463	302.6204626700368	3.2741494	-1		
1464	370.7362814197459	3.2744472	169		
1465	379.2493159711453	3.2744472	169		
1466	638.3787269206275	3.277167	97		
1467	740.4636462687356	3.2782962	154		
1468	182.1176336099164	3.2820096	551		
1469	303.1465091410824	3.2820096	34		
1470	745.4179819311763	3.2820096	-1		
1471	761.3934253317896	3.2820096	-1		
1472	197.1175750789285	3.2856288	303	1472.0	Loliolide
1473	303.0501892967657	3.2888143	595	1473.0	Quercetin
1474	154.08627648029972	3.289895	101		
1475	272.1280379780632	3.289895	336		
1476	133.10150714081897	3.2904367	-1		
1477	137.0963949075293	3.2904367	-1		
1478	191.14340841617096	3.2904367	209		
1479	325.21661733083255	3.2904367	390		
1480	337.2165419310552	3.2904367	33		
1481	343.2272624449961	3.2904367	571		
1482	355.2272093939318	3.2904367	571		
1483	373.2377479027356	3.2904367	68		
1484	391.2482266967239	3.2904367	68		
1485	509.8045745015513	3.2904367	16		
1486	518.3176281833884	3.2904367	16		
1487	553.3009404479167	3.2904367	566	1487.0	NCGC00385999-01_C29H44O10_Card-20(22)-enolide, 3-(beta-D-glucopyranosyloxy)-5,14-dihydroxy-, (3alpha,5beta,8xi,9xi)-
1488	570.3272782223837	3.2904367	566		
1489	575.2827134081426	3.2904367	-1		
1490	598.3595050250163	3.2904367	-1		
1491	150.09140226038434	3.29777	171		
1492	303.8786982237815	3.29777	34		
1493	147.04413556539942	3.3056533	171		
1494	190.9934915397097	3.3060093	-1		
1495	162.99857789196403	3.306347	221		
1496	339.1960342162761	3.3064783	32		
1497	702.3707159876238	3.3064783	-1		
1498	356.1341031390687	3.313522	251		
1499	829.4383456882491	3.313522	-1		
1500	421.25986350038073	3.3140378	83		
1501	824.4861297547191	3.3140378	17		
1502	412.7468713033253	3.3145533	83		
1503	553.830497514771	3.3145533	-1		
1504	562.3437570761679	3.3145533	16		
1505	304.1543618303509	3.314766	34	1505.0	Massbank:EA281710 Cocaine| (1S,3S,4R,5R)-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-4-carboxylic acid methyl ester
1506	476.1770951874956	3.3213906	37	1506.0	NCGC00380568-01!2-(hydroxymethyl)-6-[[3,4,5-trihydroxy-6-(4-prop-2-enylphenoxy)oxan-2-yl]methoxy]oxane-3,4,5-triol
1507	481.1313587549398	3.3213906	-1		
1508	211.1696705897517	3.330849	6		
1509	386.23900747023447	3.330849	-1		
1510	527.2472698292761	3.330849	-1		
1511	316.153772735799	3.3371344	34		
1512	139.9826407831403	3.3379726	5		
1513	177.05469583853326	3.345005	59	1513.0	Spectral Match to 3-Hydroxy-4-methoxycinnamic acid from NIST14
1514	163.13330490954527	3.3457265	221		
1515	401.26177620435	3.3460445	169		
1516	784.4905165928615	3.3460445	154		
1517	185.11532498960744	3.3466015	40		
1518	392.749045719573	3.3470843	169		
1519	180.1599159395905	3.3490872	221		
1520	433.11331828354736	3.3496974	3	1520.0	Massbank:PR302356 Apigenin-7-O-glucoside|Apigetrin|Cosmosiin|5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-chromen-4-one
1521	682.4048369246625	3.3502274	97		
1522	540.3305325380258	3.35256	16		
1523	531.8171754864047	3.3539915	16		
1524	212.16492783712965	3.3563678	-1		
1525	575.8436784141211	3.3661218	16		
1526	659.332996907813	3.368807	34		
1527	584.356239400804	3.370183	16		
1528	220.17001562891005	3.3715591	153		
1529	330.1700708004342	3.3766944	130		
1530	330.67156707843054	3.3766944	226		
1531	752.427558818078	3.3766944	383		
1532	434.7597845919791	3.3781621	83		
1533	443.2732048891664	3.3781621	83		
1534	868.5114979372381	3.3781621	17		
1535	234.149291151729	3.3796299	-1		
1536	271.0601221299409	3.3832054	604	1536.0	520-36-5 CollisionEnergy:102040
1537	447.0922387369196	3.3832054	-1		
1538	527.0302848046625	3.3832054	-1		
1539	577.1339646735295	3.3832054	556		
1540	320.14961919575126	3.3845923	13		
1541	339.17582235099144	3.3845923	182		
1542	494.7514810972492	3.3845923	34		
1543	924.328830467786	3.3845923	-1		
1544	393.22863889182827	3.3877318	240		
1545	137.05996816741467	3.3915637	-1		
1546	562.3435988359788	3.393336	16		
1547	545.3164430798213	3.3942225	16		
1548	553.8305731121723	3.3942225	16		
1549	554.3230043733702	3.400103	337		
1550	330.5046756254997	3.4004486	130		
1551	684.2652256615289	3.4083734	74		
1552	209.08115294521545	3.408747	-1	1552.0	Genipin CollisionEnergy:205060
1553	429.152530579525	3.408747	-1		
1554	423.2755514721018	3.4102566	169		
1555	414.7627028678257	3.41214	169		
1556	828.5171835449567	3.41214	154		
1557	597.8569215190507	3.4142232	16		
1558	606.3699202659416	3.4142232	16		
1559	537.3065866051861	3.4202044	2		
1560	582.3644497477712	3.4202044	-1		
1561	726.4311043929276	3.421109	97		
1562	136.07584937856709	3.4242504	-1		
1563	168.10206710594233	3.4242504	59		
1564	290.1388049802961	3.4242504	214	1564.0	Norcocaine
1565	316.1544819138285	3.4242504	34		
1566	535.1084058153227	3.4242504	3	1566.0	Massbank:PR310958 Flavone base + 4O, O-MalonylHex
1567	335.2010724326629	3.4282231	-1		
1568	339.19624487659775	3.4282231	418		
1569	353.2117105520551	3.4282231	-1		
1570	357.20660367234007	3.4282231	418		
1571	371.22238039301766	3.4282231	-1	1571.0	ingenol CollisionEnergy:205060
1572	211.16964653829555	3.4362273	6		
1573	551.2857416962281	3.4362273	566		
1574	568.3098690700685	3.4362273	-1		
1575	573.2658767191796	3.4362273	-1		
1576	596.34392657267	3.4362273	-1		
1577	716.3859859892151	3.4362273	-1	1577.0	CHEBI:182921
1578	456.7733480499292	3.4381795	83		
1579	465.2864306078767	3.4381795	83		
1580	575.8435538158647	3.4381795	16		
1581	912.5380723974064	3.4381795	17		
1582	584.3566654925685	3.4399955	16		
1583	507.2179525165684	3.4401314	74		
1584	285.1701067315102	3.4442482	338		
1585	325.1626904637083	3.4442482	-1		
1586	682.2495517060028	3.4480963	-1		
1587	415.24136716384896	3.4501963	240		
1588	323.16287959780016	3.4560773	238		
1589	619.870065540561	3.4582243	16		
1590	543.3148899259215	3.460371	-1		
1591	628.3832026039461	3.4621804	16		
1592	399.1073366133816	3.4639897	531		
1593	494.2176762789191	3.4639897	34		
1594	707.2179362891038	3.4639897	-1		
1595	445.2887776533125	3.470146	169		
1596	219.10203040887063	3.4729128	-1		
1597	589.342656573594	3.47813	16		
1598	330.1701875801915	3.47975	130		
1599	478.2228357372262	3.47975	34		
1600	659.3326395348807	3.47975	34		
1601	597.8567413253311	3.4821644	16		
1602	606.3700332639369	3.4865856	16		
1603	446.2025814558485	3.4876332	-1	1603.0	CHEBI:167770
1604	233.0762033198673	3.4940677	-1		
1605	292.0661934655531	3.4940677	7		
1606	487.2993083153008	3.4940677	83		
1607	318.170171356139	3.4955206	34		
1608	451.1582980738444	3.4955206	-1		
1609	650.3963146140853	3.4980927	16		
1610	296.18585246485287	3.5034437	34		
1611	507.2177985320166	3.5034437	74		
1612	668.2705693873377	3.5034437	34		
1613	586.2135917812451	3.5086749	-1		
1614	334.16496082628584	3.5193374	34		
1615	518.3325787568579	3.5193374	-1		
1616	337.2164723795722	3.524556	33		
1617	355.2271113814827	3.524556	33		
1618	373.2378785667144	3.524556	33		
1619	517.2800314211385	3.524556	33		
1620	535.2905139463151	3.524556	33	1620.0	NCGC00381297-01_C29H42O9_Carda-5,20(22)-dienolide, 3-(beta-D-glucopyranosyloxy)-14-hydroxy-, (3beta,9xi)-
1621	553.3009365915048	3.524556	33	1621.0	NCGC00385999-01_C29H44O10_Card-20(22)-enolide, 3-(beta-D-glucopyranosyloxy)-5,14-dihydroxy-, (3alpha,5beta,8xi,9xi)-
1622	556.2028980808728	3.524556	-1		
1623	561.158554608933	3.524556	-1		
1624	570.3275350966907	3.524556	33		
1625	575.2828153956075	3.524556	670		
1626	637.2536859071519	3.524556	-1		
