formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C27H28O16	[M + H3N + H]+	C27H32NO16+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.996	Flavonols	0.969	Phenylpropanoids and polyketides	0.989	Flavonoids	0.980	Flavonoid glycosides	0.970	Flavonoid O-glycosides	0.969	Flavonoid-3-O-glycosides	0.900	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	626.172	174	2.905	707548476854995292	707547818399564864	1221	
1	C27H28O16	[M + Na]+	C27H28NaO16+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.998	Flavonols	0.983	Phenylpropanoids and polyketides	0.994	Flavonoids	0.989	Flavonoid glycosides	0.979	Flavonoid O-glycosides	0.979	Flavonoid-3-O-glycosides	0.899	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; O-methylated flavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	631.128	174	2.905	707548849783150078	707547818420536388	1222	
1	C4H7Cl2NO	[M - H2O + H]+	C4H6Cl2N+	Fatty acids	0.815	Fatty Acids and Conjugates	0.157	Halogenated fatty acids	0.919	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.977	Carboxylic acid derivatives	0.949	Carboxylic acid amides	0.949	Secondary carboxylic acid amides	0.833	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Chlorohydrins; Alkyl halides; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	137.988	175	2.911	707548376397218558	707547818466673740	1224	
2	C16H20N6O3S2	[M + H]+	C16H21N6O3S2+	Amino acids and Peptides	0.825	Oligopeptides	0.881	Cyclamides	0.853	Organosulfur compounds	0.855	Thioethers	0.805	Aryl thioethers	0.499	Alkylarylthioethers	0.563	Alkylarylthioethers	0.563	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	409.111	175	2.911	707548324354293198	707547818504422484	1226	
1	C17H22O10	[M + H3N + H]+	C17H26NO10+	Shikimates and Phenylpropanoids	0.885	Phenolic acids (C6-C1)	0.279	Simple phenolic acids	0.116	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.996	Glycosyl compounds	0.801	Phenolic glycosides	0.832	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alkyl aryl ethers; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	404.156	175	2.911	707548344931549133	707547818483450960	1225	
3	C18H20O5	[M + H3N + H]+	C18H24NO5+	Shikimates and Phenylpropanoids	0.960	Diarylheptanoids	0.966	Linear diarylheptanoids	0.973	Phenylpropanoids and polyketides	0.918	Cinnamic acids and derivatives	0.742	Hydroxycinnamic acids and derivatives	0.793			Hydroxycinnamic acids and derivatives	0.793	Organic compounds; Styrenes; Ketones; Alkyl aryl ethers; 1,3-dicarbonyl compounds; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Acryloyl compounds; Organooxygen compounds; Cinnamic acids and derivatives; Enones; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alpha,beta-unsaturated carbonyl compounds; Alpha,beta-unsaturated ketones; Beta-diketones; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	334.165	175	2.913	707548462850214171	707547818525394008	1227	
2	C28H28O18	[M + H]+	C28H29O18+	Shikimates and Phenylpropanoids	1.000	Flavonoids	0.999	Flavones	0.999	Phenylpropanoids and polyketides	1.000	Flavonoids	0.999	Flavonoid glycosides	0.997	Flavonoid O-glycosides	0.996	Flavonoid-7-O-glucuronides	0.989	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Sugar acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Flavonoids; Glucuronides; Hydroxy acids and derivatives; Pyranones and derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Disaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 4'-O-methylated flavonoids; O-glucuronides; Flavonoid O-glucuronides; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-7-O-glycosides; Flavonoid-7-O-glucuronides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	653.135	175	2.913	707548423805437682	707547818571531360	1229	
2	C30H24O12	[M + H]+	C30H25O12+	Shikimates and Phenylpropanoids	0.999	Flavonoids	0.987	Proanthocyanins	0.996	Phenylpropanoids and polyketides	0.996	Flavonoids	0.998	Biflavonoids and polyflavonoids	0.912			Biflavonoids and polyflavonoids	0.912	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Tannins; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Proanthocyanidins; Benzenediols; Catechins; Biflavonoids and polyflavonoids; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; B-type proanthocyanidins; Chemical entities	577.134	175	2.913	707548566277557143	707547818546365532	1228	
2	C35H38O13	[M + H3N + H]+	C35H42NO13+	Shikimates and Phenylpropanoids	0.474	Monoterpenoids	0.560	Secoiridoid monoterpenoids	0.277	Phenylpropanoids and polyketides	0.921	Cinnamic acids and derivatives	0.916	Hydroxycinnamic acids and derivatives	0.537	Coumaric acids and derivatives	0.551	Coumaric acids and derivatives	0.551	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	684.266	175	2.921	707548366045676057	707547818592502884	1230	
2	C60H46O24	[M + H]+	C60H47O24+	Shikimates and Phenylpropanoids	0.999	Flavonoids	0.990	Proanthocyanins	1.000	Phenylpropanoids and polyketides	0.998	Flavonoids	1.000	Biflavonoids and polyflavonoids	0.990			Biflavonoids and polyflavonoids	0.990	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Catechols; Tannins; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Flavans; Proanthocyanidins; Benzenediols; Catechins; Biflavonoids and polyflavonoids; Secondary alcohols; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; B-type proanthocyanidins; A-type proanthocyanidins; Chemical entities	1151.246	175	2.922	707549011473570136	707547818613474408	1231	
1	C2H7NO3S2	[M - H2O + H]+	C2H6NO2S2+	Fatty acids	0.801	Fatty amides	0.138	N-acyl amines	0.096	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.600	Carboxylic acid derivatives	0.526	Carboxylic acid amides	0.614	Acetamides	0.601	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	139.983	175	2.924	707548368818111027	707547818634445932	1232	
1	C32H45Cl2NO5	[M - H2O + H]+	C32H44Cl2NO4+	Polyketides	0.535	Oligopeptides	0.269	Azaphilones	0.360	Lipids and lipid-like molecules	0.691							Lipids and lipid-like molecules	0.691	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Organochlorides; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Alpha-chloroketones; Chemical entities	576.265	176	2.930	707548379157070631	707547818655417456	1233	
1	C13H22O2	[M + H]+	C13H23O2+	Terpenoids	0.964	Sesquiterpenoids	0.859	Caryophyllane sesquiterpenoids	0.084	Lipids and lipid-like molecules	0.673	Prenol lipids	0.594					Prenol lipids	0.594	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	211.170	176	2.937	707548360601469388	707547818697360504	1235	
1	C19H34O8	[M + Na]+	C19H34NaO8+	Fatty acids	0.833	Fatty acyl glycosides	0.789	Fatty acyl glycosides of mono- and disaccharides	0.750	Lipids and lipid-like molecules	0.920	Fatty Acyls	0.882	Fatty acyl glycosides	0.652	Fatty acyl glycosides of mono- and disaccharides	0.616	Fatty acyl glycosides of mono- and disaccharides	0.616	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	413.216	176	2.937	707548557255609133	707547818718332028	1236	
1	C21H43N5O9	[M + Na]+	C21H43N5NaO9+	Carbohydrates	0.999	Aminosugars and aminoglycosides	0.968	Aminoglycosides	0.990	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.971	Aminosaccharides	0.992	4,6-disubstituted 2-deoxystreptamines	0.877	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Alkanolamines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 4,6-disubstituted 2-deoxystreptamines; 2-deoxystreptamine aminoglycosides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	532.297	176	2.937	707548394810213618	707547818739303552	1237	
1	C25H46N4O9	[M + H3N + H]+	C25H50N5O9+	Alkaloids	0.365	Oligopeptides	0.284	Aminoacids	0.060	Organic oxygen compounds	1.000	Organooxygen compounds	0.998	Ethers	0.926	Dialkyl ethers	0.950	Polyethylene glycols	0.663	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	564.359	177	2.943	707548369845715576	707547818760275076	1238	
1	C22H42O14	[M + H3N + H]+	C22H46NO14+	Fatty acids	0.603	Fatty Acids and Conjugates	0.421	Dicarboxylic acids	0.101	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.984	Dialkyl ethers	0.979	Polyethylene glycols	0.870	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	548.292	177	2.945	707548345690718178	707547818823189648	1241	
1	C15H24O2	[M - H2O + H]+	C15H23O+	Terpenoids	0.986	Sesquiterpenoids	0.931	Caryophyllane sesquiterpenoids	0.124	Lipids and lipid-like molecules	0.733	Prenol lipids	0.680					Prenol lipids	0.680	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	219.175	177	2.945	707548346391166989	707547818781246600	1239	
2	C32H44N4O6	[M + H3N + H]+	C32H48N5O6+	Amino acids and Peptides	0.930	Linear polyketides	0.481	DKXanthenes and derivatives	0.141	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.716	Amino acids and derivatives	0.695	N-acyl-alpha amino acids and derivatives	0.735	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	598.359	177	2.945	707548396580210010	707547818886104220	1244	
4	C21H38O9	[M + Na]+	C21H38NaO9+	Terpenoids	0.955	Sesquiterpenoids	0.775	Guaiane sesquiterpenoids	0.313	Lipids and lipid-like molecules	0.911	Prenol lipids	0.897	Terpene glycosides	0.675			Terpene glycosides	0.675	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Sesquiterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	457.242	177	2.945	707548435067144173	707547818802218124	1240	
1	C28H42N4O6	[M + Na]+	C28H42N4NaO6+	Amino acids and Peptides	0.929	Linear polyketides	0.709	Open-chain polyketides	0.259	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.995	Amino acids, peptides, and analogues	0.746	Amino acids and derivatives	0.725	N-acyl-alpha amino acids and derivatives	0.611	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	553.301	177	2.945	707548453123623089	707547818844161172	1242	
1	C24H50O13	[M + H]+	C24H51O13+	Fatty acids	0.844	Fatty acyls	0.532	Fatty alcohols	0.451	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.994	Dialkyl ethers	0.994	Polyethylene glycols	0.996	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	547.333	177	2.945	707548541589883584	707547818907075744	1245	
2	C35H38O12	[M + H3N + H]+	C35H42NO12+	Shikimates and Phenylpropanoids	0.841	Lignans	0.621	Linear diarylheptanoids	0.212	Phenylpropanoids and polyketides	0.962	Cinnamic acids and derivatives	0.932	Hydroxycinnamic acids and derivatives	0.860	Hydroxycinnamic acid esters	0.928	Coumaric acid esters	0.939	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	668.271	177	2.945	707548335859269393	707547818949018792	1247	
1	C36H45NO14	[M - H2O + H]+	C36H44NO13+	Alkaloids	0.997	Ornithine alkaloids	0.116	Tropane alkaloids	0.514	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.948	Amino acids and derivatives	0.948	Amino acids and derivatives	0.948	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Styrenes; Alcohols and polyols; Piperidines; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Cinnamic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; N-alkylpyrrolidines; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	698.282	177	2.945	707548346949009444	707547818969990316	1248	
1	C22H26O8	[M - H2O + H]+	C22H25O7+	Shikimates and Phenylpropanoids	0.997	Lignans	0.998	Furofuranoid lignans	0.897	Lignans, neolignans and related compounds	0.979	Furanoid lignans	0.991	Tetrahydrofuran lignans	0.530			Tetrahydrofuran lignans	0.530	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organooxygen compounds; Dialkyl ethers; Lignans, neolignans and related compounds; Tetrahydrofuran lignans; Furofurans; Furofuran lignans; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Furanoid lignans; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	401.160	177	2.945	707548422266128072	707547818928047268	1246	
1	C15H10O8	[M - H2O + H]+	C15H9O7+	Shikimates and Phenylpropanoids	0.973	Flavonoids	0.927	Flavonols	0.813	Phenylpropanoids and polyketides	0.879	Flavonoids	0.783	Flavones	0.740	Flavonols	0.731	Flavonols	0.731	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Flavonols; Benzenetriols and derivatives; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	301.035	177	2.952	707548331769822884	707547818990961840	1249	
1	C26H48O15	[M + H3N + H]+	C26H52NO15+	Fatty acids	0.451	Linear polyketides	0.299	Fatty alcohols	0.103	Lipids and lipid-like molecules	0.752	Fatty Acyls	0.714	Fatty acid esters	0.622			Fatty acid esters	0.622	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	618.334	177	2.953	707548382793532345	707547819100013764	1254	
2	C23H28O3	[M + H]+	C23H29O3+	Terpenoids	0.991	Steroids	0.916	Pregnane steroids	0.314	Lipids and lipid-like molecules	0.950	Steroids and steroid derivatives	0.945	Steroid lactones	0.728	Spironolactones and derivatives	0.636	Spironolactones and derivatives	0.636	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Steroid lactones; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Spironolactones and derivatives; Carbonyl compounds; 3-oxo delta-4-steroids; Delta-4-steroids; 3-oxosteroids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	353.212	177	2.953	707548395686823197	707547819032904888	1251	
1	C23H30O4	[M + H]+	C23H31O4+	Terpenoids	0.977	Steroids	0.949	Cardenolides	0.699	Lipids and lipid-like molecules	0.936	Steroids and steroid derivatives	0.943	Steroid lactones	0.964	Cardenolides and derivatives	0.522	Cardenolides and derivatives	0.522	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; 3-hydroxysteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	371.222	177	2.953	707548402410292651	707547819053876412	1252	
