row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak height,20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak height,20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_stdby.mzML Peak height,20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak height,20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak height,
936,406.20721221781105,2.3694105,,,,,,,,,,,3188524.5,0,0,0,0,0,0,0,0,0,
937,278.13898551753766,2.375489,,,,,,,,,,,0,4.841165E7,0,0,0,0,0,0,0,0,
938,424.1971092570673,2.375489,,,,,,,,,,,0,4302843.0,0,0,0,0,0,0,0,0,
939,325.14015251140995,2.3821328,,,,,,,,,,,0,0,1.0049536E7,0,0,0,0,0,0,0,
940,147.0443188071094,2.3835723,,,,,,,,,,,0,3.1859124E7,0,0,0,0,0,0,0,0,
941,388.1237716780254,2.3835723,,,,,,,,,,,0,9242541.0,0,0,0,0,0,0,0,0,
942,393.07910291329597,2.3835723,,,,,,,,,,,0,9174319.0,0,0,0,0,0,0,0,0,
943,250.11886075479183,2.3847039,,,,,,,,,,,0,0,0,0,0,0,0,4816507.5,0,0,
944,428.2499664016375,2.386864,,,,,,,,,,,0,1750794.2,2941161.2,0,0,0,0,0,0,0,
945,1153.2621779851727,2.3870583,,,,,,,,,,,1355784.2,0,0,0,0,0,0,0,0,0,
946,220.06076168912386,2.3915951,,,,,,,,,,,0,1.6249217E7,0,0,0,0,0,0,0,0,
947,238.071164713535,2.3915951,,,,,,,,,,,0,1.9037264E8,0,0,0,0,0,0,0,0,
948,260.0532662334712,2.3915951,,,,,,,,,,,0,6.5370604E7,0,0,0,0,0,0,0,0,
949,262.1441003829907,2.3915951,,,,,,,,,,,0,3335480.0,0,0,0,0,0,0,0,0,
950,276.0273386167424,2.3915951,,,,,,,,,,,0,4225122.0,0,0,0,0,0,0,0,0,
951,282.03528156560185,2.3915951,,,,,,,,,,,0,3613386.2,0,0,0,0,0,0,0,0,
952,318.0090927805291,2.3915951,,,,,,,,,,,0,4239879.0,0,0,0,0,0,0,0,0,
953,341.0251525868675,2.3915951,,,,,,,,,,,0,3129493.0,0,0,0,0,0,0,0,0,
954,445.16860152214656,2.3915951,,,,,,,,,,,0,9437386.0,0,0,0,0,0,0,0,0,
955,519.0519827726622,2.3915951,,,,,,,,,,,0,7693891.5,0,0,0,0,0,0,0,0,
956,571.2361875447749,2.3915951,,,,,,,,,,,0,3809567.8,0,0,0,0,0,0,0,0,
957,240.15973539645267,2.4159534,,,,,,,,,,,0,6384533.0,0,0,0,0,0,0,0,0,
958,246.13425705550912,2.4161284,,,,,,,,,,,0,0,2023413.2,0,0,0,0,0,0,0,
959,420.18707689984103,2.4161284,,,,,,,,,,,0,0,1.7610312E7,0,0,0,0,0,0,0,
960,425.1425883899745,2.4161284,,,,,,,,,,,0,0,6908368.0,0,0,0,0,0,0,0,
961,177.05505311264233,2.4242303,,,,,,,,,,,0,7406513.0,0,0,0,0,0,0,0,0,
962,447.1845170083983,2.4242303,,,,,,,,,,,0,7458565.5,0,0,0,0,0,0,0,0,
963,478.19268617955686,2.4242303,,,,,,,,,,,0,3601608.8,0,0,0,0,0,0,0,0,
964,483.14811830379244,2.4242303,,,,,,,,,,,0,3115692.2,0,0,0,0,0,0,0,0,
965,594.3342274496775,2.4242303,,,,,,,,,,,0,7603141.0,0,0,0,0,0,0,0,0,
966,409.1841975379428,2.4243991,,,,,,,,,,,0,0,1844473.2,0,0,0,0,0,0,0,
967,137.9876430374711,2.427719,,,,,,,,,,,1086449.4,0,1137544.6,0,0,0,0,0,0,0,
968,340.2600372423688,2.4299057,,,,,,,,,,,0,1632906.0,1375491.9,1964883.0,1947379.9,1966262.6,1825426.6,0,1937900.2,2118240.0,
969,865.1973477732054,2.431039,,,,,,,,,,,6712984.0,0,0,0,0,0,0,0,0,0,
970,425.2023198354332,2.4326158,,,,,,,,,,,0,4053064.5,0,0,0,0,0,0,0,0,
971,125.98672804194256,2.432822,,,,,,,,,,,0,0,1128729.6,0,0,0,0,0,0,0,
972,371.2278294759159,2.4369848,,,,,,,,,,,3736172.8,6059416.5,8115214.0,3134217.5,3488784.5,0,3176936.2,0,3382935.8,3798085.5,
973,388.254091517772,2.4377315,,,,,,,,,,,1.6278766E7,2.6178866E7,3.4491812E7,1.3561709E7,1.5465464E7,1.6635306E7,1.4587575E7,0,1.4551168E7,1.5886007E7,
974,1727.3750909752653,2.439683,,,,,,,,,,,1287010.9,0,0,0,0,0,0,0,0,0,
975,411.19982979808054,2.441324,,,,,,,,,,,0,0,3339908.0,0,0,0,0,0,0,0,
976,291.2071880978809,2.4493406,,,,,,,,,,,0,4417582.0,0,0,0,0,0,0,0,0,
977,139.98257601321816,2.4554455,,,,,,,,,,,4016274.0,3763805.8,3356894.0,0,0,0,0,0,0,0,
978,264.1235330458745,2.465901,,,,,,,,,,,0,5500919.0,0,0,0,0,0,0,0,0,
979,293.1499865819816,2.465901,,,,,,,,,,,0,9185668.0,0,0,0,0,0,0,0,0,
980,311.0765627162396,2.465901,,,,,,,,,,,0,1.4772799E7,0,0,0,0,0,0,0,0,
981,346.1138011475295,2.465901,,,,,,,,,,,0,8564693.0,0,0,0,0,0,0,0,0,
982,351.0690889455594,2.465901,,,,,,,,,,,0,1.552577E7,0,0,0,0,0,0,0,0,
983,391.0140665356739,2.465901,,,,,,,,,,,0,3363569.5,0,0,0,0,0,0,0,0,
984,228.0872803253699,2.4672823,,,,,,,,,,,0,0,1774156.5,0,0,0,0,0,0,0,
985,190.99337649922552,2.4709687,,,,,,,,,,,2025444.9,1712534.2,0,0,0,0,0,0,0,0,
986,279.1707267680914,2.4742842,,,,,,,,,,,0,3902659.2,0,0,0,0,0,0,0,0,
987,338.1602162421445,2.4742842,,,,,,,,,,,0,2695822.5,0,0,0,0,0,0,0,0,
988,296.1130332724771,2.4746263,,,,,,,,,,,5073107.0,0,0,0,0,0,0,0,0,0,
989,442.22924544475575,2.475079,,,,,,,,,,,0,2540191.2,5826125.5,0,0,0,0,0,0,0,
990,209.15419756169203,2.4757195,,,,,,,,,,,0,0,4796638.5,0,0,0,0,0,0,0,
991,339.1081843232882,2.4757195,,,,,,,,,,,0,0,5596707.0,0,0,0,0,0,0,0,
992,361.0900308663427,2.4757195,,,,,,,,,,,0,0,3141909.8,0,0,0,0,0,0,0,
993,147.04444979339536,2.479178,,,,,,,,,,,0,2947396.0,1.0047032E7,0,0,0,0,0,0,0,
994,278.13919811676215,2.4826362,,,,,,,,,,,0,1.1267461E7,0,0,0,0,0,0,0,0,
995,392.17051153941884,2.490986,,,,,,,,,,,0,3213274.0,0,0,0,0,0,0,0,0,
996,402.23374097523777,2.4916747,,,,,,,,,,,0,7018420.5,9647634.0,0,0,0,0,0,0,0,
997,521.2729395620978,2.4926007,,,,,,,,,,,0,0,3515726.2,0,0,0,0,0,0,0,
998,295.1576486143518,2.4982388,,,,,,,,,,,3279450.8,3211722.8,0,3726163.8,0,3499221.5,3739972.0,0,0,3850617.5,
999,1219.3011658354396,2.499211,,,,,,,,,,,0,5492758.5,0,0,0,0,0,0,0,0,
1000,207.0658263047882,2.500957,,,,,,,,,,,0,0,9256979.0,0,0,0,0,0,0,0,
1001,404.155556041105,2.500957,,,,,,,,,,,0,0,1.0500487E7,0,0,0,0,0,0,0,
1002,409.1112523604292,2.500957,,,,,,,,,,,0,0,6915388.5,0,0,0,0,0,0,0,
1003,248.1283784122963,2.5073965,,,,,,,,,,,0,1.0782689E8,0,0,0,0,0,0,0,0,
1004,777.3084748553669,2.5073965,,,,,,,,,,,0,2415783.0,0,0,0,0,0,0,0,0,
1005,320.149738467711,2.5155692,,,,,,,,,,,0,8377291.5,0,0,0,0,0,0,0,0,
1006,322.16523773552973,2.5155692,,,,,,,,,,,0,3.648423E7,0,0,0,0,0,0,0,0,
1007,483.24437594981947,2.5155692,,,,,,,,,,,0,2428198.0,0,0,0,0,0,0,0,0,
1008,149.09656262929187,2.5174963,,,,,,,,,,,0,0,2493407.0,0,0,0,0,0,0,0,
1009,189.12788149775565,2.5174963,,,,,,,,,,,0,0,2752172.2,0,0,0,0,0,0,0,
1010,387.2016843340611,2.5174963,,,,,,,,,,,0,0,4164410.5,0,0,0,0,0,0,0,
1011,409.18362382953427,2.5174963,,,,,,,,,,,0,0,1.7521512E7,0,0,0,0,0,0,0,
1012,425.15828628638144,2.5174963,,,,,,,,,,,0,0,2880070.0,0,0,0,0,0,0,0,
1013,432.2600552264827,2.5174963,,,,,,,,,,,0,0,8627368.0,0,0,0,0,0,0,0,
1014,207.13836832289124,2.522744,,,,,,,,,,,3811246.2,2987302.0,2.091851E7,0,0,0,0,0,0,0,
1015,177.0550381313902,2.523811,,,,,,,,,,,0,4784113.5,0,0,0,0,0,0,0,0,
1016,289.1913991034948,2.523811,,,,,,,,,,,0,5024426.0,0,0,0,0,0,0,0,0,
1017,416.2135325546546,2.5342107,,,,,,,,,,,0,0,2999599.0,0,0,0,0,0,0,0,
1018,206.11801900689647,2.5405712,,,,,,,,,,,0,3014257.8,0,0,0,0,0,0,0,0,
1019,638.3603344664243,2.5405712,,,,,,,,,,,0,4401089.5,0,0,0,0,0,0,0,0,
1020,472.2760994934264,2.5416577,,,,,,,,,,,0,3863787.8,9620381.0,0,0,0,0,0,0,0,
1021,248.1502644930371,2.542713,,,,,,,,,,,0,0,1339708.9,0,0,0,0,0,0,0,
1022,455.24963737092486,2.542713,,,,,,,,,,,0,0,3631684.0,0,0,0,0,0,0,0,
1023,250.10776348470804,2.5491047,,,,,,,,,,,0,1.4170317E7,0,0,0,0,0,0,0,0,
1024,337.104754373519,2.5522008,,,,,,,,,,,0,0,0,0,0,0,0,1157771.4,0,0,
1025,469.1326160971481,2.5662107,,,,,,,,,,,0,2683582.8,0,0,0,0,0,0,0,0,
1026,162.99852622265914,2.568086,,,,,,,,,,,1812537.2,0,1531411.2,1314850.1,0,0,0,0,0,0,
1027,395.3632057960245,2.5704317,,,,,,,,,,,0,0,0,0,0,0,0,1026454.56,0,0,
1028,458.2651656124843,2.5711508,,,,,,,,,,,7433505.0,0,0,0,0,0,0,0,0,0,
1029,284.90510341542,2.5714345,,,,,,,,,,,0,0,0,0,0,770421.2,0,0,0,0,
1030,496.2444001200382,2.5747523,,,,,,,,,,,0,1.1647784E7,0,0,0,0,0,0,0,0,
1031,197.1178553224639,2.576921,,,,,,,,,,,0,0,2381408.5,0,0,0,0,0,0,0,
1032,359.17055070557865,2.576921,,,,,,,,,,,0,0,2106116.2,0,0,0,0,0,0,0,
1033,390.1775443017537,2.576921,,,,,,,,,,,0,0,5021455.0,0,0,0,0,0,0,0,
1034,637.1041797200022,2.5794818,,,,,,,,,,,7951024.0,0,0,0,0,0,0,0,0,0,
1035,639.119135126921,2.5794818,,,,,,,,,,,2.0725266E7,0,0,0,0,0,0,0,0,0,
1036,147.04437584862367,2.5831501,,,,,,,,,,,0,9170914.0,0,0,0,0,0,0,0,0,
1037,388.1239007774908,2.5831501,,,,,,,,,,,0,4395281.5,0,0,0,0,0,0,0,0,
1038,393.0793011078978,2.5831501,,,,,,,,,,,0,2271638.0,0,0,0,0,0,0,0,0,
1039,158.96182572834698,2.585198,,,,,,,,,,,0,0,2422980.8,0,0,0,0,0,0,0,
1040,415.2542605193155,2.5865827,,,,,,,,,,,2416061.0,0,6013903.5,0,0,0,0,0,0,0,
1041,432.28085752170756,2.5868497,,,,,,,,,,,1.6734529E7,3.440506E7,4.0769572E7,1.5797831E7,1.5791971E7,1.6952852E7,1.7727678E7,0,1.6234626E7,1.8140082E7,
1042,173.13310698282268,2.5934937,,,,,,,,,,,0,0,3720636.8,0,0,0,0,0,0,0,
1043,175.14872343135158,2.5934937,,,,,,,,,,,0,0,8234308.0,0,0,0,0,0,0,0,
1044,191.14359628391819,2.5934937,,,,,,,,,,,0,0,6818542.0,0,0,0,0,0,0,0,
1045,406.2444899129158,2.5934937,,,,,,,,,,,0,0,3498679.0,0,0,0,0,0,0,0,
1046,411.1996045237367,2.5934937,,,,,,,,,,,0,0,1.5663808E7,0,0,0,0,0,0,0,
1047,248.12856291143663,2.5997708,,,,,,,,,,,0,2.0724516E7,0,0,0,0,0,0,0,0,
1048,486.25544504065823,2.5997708,,,,,,,,,,,0,2406338.0,0,0,0,0,0,0,0,0,
1049,139.9826673309452,2.6016304,,,,,,,,,,,0,0,3393485.5,2807677.0,0,0,0,0,0,0,
1050,407.1823289024566,2.6107185,,,,,,,,,,,0,0,1563951.8,0,0,0,0,0,0,0,
1051,472.25130223255536,2.6107185,,,,,,,,,,,0,0,3472528.8,0,0,0,0,0,0,0,
1052,190.99331156290307,2.618063,,,,,,,,,,,0,0,0,1569853.2,0,0,0,0,0,0,
1053,496.24475176888035,2.6339498,,,,,,,,,,,0,9284042.0,0,0,0,0,0,0,0,0,
1054,510.26051522427684,2.6339498,,,,,,,,,,,0,6703875.0,0,0,0,0,0,0,0,0,
1055,311.0766062646832,2.6422477,,,,,,,,,,,0,5589748.0,0,0,0,0,0,0,0,0,
1056,334.16533241928016,2.6422477,,,,,,,,,,,0,6318122.5,0,0,0,0,0,0,0,0,
1057,346.1137759430921,2.6422477,,,,,,,,,,,0,9400270.0,0,0,0,0,0,0,0,0,
1058,351.0691269947143,2.6422477,,,,,,,,,,,0,7144113.5,0,0,0,0,0,0,0,0,
1059,177.16440341541855,2.6449287,,,,,,,,,,,0,0,1772820.8,0,0,0,0,0,0,0,
1060,193.15937208998983,2.6449287,,,,,,,,,,,0,0,6306210.0,0,0,0,0,0,0,0,
1061,408.2600970768864,2.6449287,,,,,,,,,,,0,0,4421359.5,0,0,0,0,0,0,0,
1062,413.21557410581363,2.6449287,,,,,,,,,,,0,0,7959160.0,0,0,0,0,0,0,0,
1063,374.22077633568824,2.6491787,,,,,,,,,,,4334829.0,4774733.5,3772325.2,5163684.0,0,0,5360662.5,0,0,5154649.5,
1064,321.17344721948626,2.6523569,,,,,,,,,,,0,0,0,0,0,0,2496900.8,0,0,2370135.0,
1065,177.0552766492444,2.6533787,,,,,,,,,,,0,0,4451307.5,0,0,0,0,0,0,0,
1066,178.12300426160587,2.6586893,,,,,,,,,,,0,3.235065E7,0,0,0,0,0,0,0,0,
1067,209.16519729957264,2.6586893,,,,,,,,,,,0,1.403682E7,0,0,0,0,0,0,0,0,
1068,278.13912882990184,2.6586893,,,,,,,,,,,0,2836175.0,0,0,0,0,0,0,0,0,
1069,682.3865830045238,2.6586893,,,,,,,,,,,0,3816424.8,0,0,0,0,0,0,0,0,
1070,1203.306374215452,2.6586893,,,,,,,,,,,0,6339637.0,0,0,0,0,0,0,0,0,
1071,185.11764571939014,2.6669412,,,,,,,,,,,0,2200073.2,0,0,0,0,0,0,0,0,
1072,264.15981847290084,2.6669412,,,,,,,,,,,0,9670335.0,0,0,0,0,0,0,0,0,
1073,444.2445842986861,2.6752787,,,,,,,,,,,0,7903034.5,0,0,0,0,0,0,0,0,
1074,516.3021955078491,2.677012,,,,,,,,,,,0,6552899.0,1.9339232E7,0,0,0,0,0,0,0,
1075,499.275868162867,2.678664,,,,,,,,,,,0,0,4766663.5,0,0,0,0,0,0,0,
1076,521.257792109486,2.678664,,,,,,,,,,,0,0,2166923.2,0,0,0,0,0,0,0,
1077,460.2400600202318,2.6870556,,,,,,,,,,,0,0,4623498.0,0,0,0,0,0,0,0,
1078,534.2185592953404,2.6921952,,,,,,,,,,,0,3574817.5,0,0,0,0,0,0,0,0,
1079,234.14955207082178,2.6955202,,,,,,,,,,,0,0,4095404.8,0,0,0,0,0,0,0,
1080,306.13390520909957,2.7005222,,,,,,,,,,,0,1.0598847E7,0,0,0,0,0,0,0,0,
1081,1439.3101177141773,2.7035477,,,,,,,,,,,2252822.8,0,0,0,0,0,0,0,0,0,
1082,668.2710356773363,2.7086492,,,,,,,,,,,0,8727770.0,0,0,0,0,0,0,0,0,
1083,337.21683220852816,2.71207,,,,,,,,,,,0,0,4160597.0,0,0,0,0,0,0,0,
1084,355.2274133638151,2.71207,,,,,,,,,,,0,0,8694118.0,0,0,0,0,0,0,0,
1085,373.2380158073782,2.71207,,,,,,,,,,,0,0,7277098.5,0,0,0,0,0,0,0,
1086,391.2483444697065,2.71207,,,,,,,,,,,0,0,4822261.5,0,0,0,0,0,0,0,
1087,553.3015816271595,2.71207,,,,,,,,,,,0,0,9480802.0,0,0,0,0,0,0,0,
1088,570.3282073374743,2.71207,,,,,,,,,,,0,0,4645847.5,0,0,0,0,0,0,0,
1089,598.3596029650153,2.71207,,,,,,,,,,,0,0,5363785.5,0,0,0,0,0,0,0,
1090,139.98263001121305,2.715319,,,,,,,,,,,0,3731742.0,2913903.5,0,0,0,0,0,3556344.0,0,
1091,173.13275951467944,2.71662,,,,,,,,,,,0,4610185.0,0,0,0,0,0,0,0,0,
1092,550.2860656383644,2.71662,,,,,,,,,,,0,3746974.2,0,0,0,0,0,0,0,0,
1093,555.2414652635514,2.71662,,,,,,,,,,,0,2601142.0,0,0,0,0,0,0,0,0,
1094,459.2805924629672,2.718318,,,,,,,,,,,0,5173207.0,5144881.0,0,0,0,0,0,0,0,
1095,476.3070010794822,2.7199621,,,,,,,,,,,1.768694E7,5.1853132E7,4.935691E7,1.5652606E7,1.6140822E7,1.6739368E7,1.5159794E7,0,1.5983937E7,1.5214792E7,
1096,210.1105962465136,2.720297,,,,,,,,,,,0,0,4133972.5,0,0,0,0,0,0,0,
1097,140.10713157721736,2.7245657,,,,,,,,,,,0,4897503.0,0,0,0,0,0,0,0,0,
1098,168.102093391797,2.7245657,,,,,,,,,,,0,5585354.5,0,0,0,0,0,0,0,0,
1099,262.14374232149413,2.7245657,,,,,,,,,,,0,4.3417366E8,0,0,0,0,0,0,0,0,
1100,290.13865853852434,2.7245657,,,,,,,,,,,0,1.7979376E8,0,0,0,0,0,0,0,0,
1101,452.2130593253529,2.7245657,,,,,,,,,,,0,4174497.5,0,0,0,0,0,0,0,0,
1102,170.11787992308533,2.7264209,,,,,,,,,,,0,2391431.0,3600548.5,0,0,0,0,0,0,0,
1103,188.12849415276935,2.7264209,,,,,,,,,,,0,2653454.5,4375504.0,0,0,0,0,0,0,0,
1104,530.2813036683623,2.7265928,,,,,,,,,,,0,2707486.2,1791959.8,0,0,0,0,0,0,0,
1105,434.2031848425163,2.7286198,,,,,,,,,,,0,0,4124528.0,0,0,0,0,0,0,0,
1106,470.2652646140924,2.7294934,,,,,,,,,,,4197810.0,0,0,0,0,0,0,0,0,0,
1107,158.96166068662706,2.732545,,,,,,,,,,,0,3238953.8,0,0,0,0,0,0,0,0,
1108,568.2963249934772,2.732545,,,,,,,,,,,0,5419995.5,0,0,0,0,0,0,0,0,
1109,162.99859771288203,2.7365453,,,,,,,,,,,0,1906585.6,0,0,0,1563887.8,0,0,0,0,
1110,190.99351509736232,2.7365453,,,,,,,,,,,0,2051239.9,0,0,0,1779333.0,0,0,0,0,
1111,412.2186786634043,2.7368906,,,,,,,,,,,0,0,6031192.0,0,0,0,0,0,0,0,
1112,508.2412118963971,2.7368906,,,,,,,,,,,0,0,2944565.8,0,0,0,0,0,0,0,
1113,179.07080202842897,2.745174,,,,,,,,,,,0,0,9976678.0,0,0,0,0,0,0,0,
1114,197.08142746895953,2.745174,,,,,,,,,,,0,0,7144061.5,0,0,0,0,0,0,0,
1115,373.11365846387656,2.745174,,,,,,,,,,,0,0,3005883.5,0,0,0,0,0,0,0,
1116,390.139743945188,2.745174,,,,,,,,,,,0,0,2.706721E7,0,0,0,0,0,0,0,
1117,395.09521424150125,2.745174,,,,,,,,,,,0,0,2.0847364E7,0,0,0,0,0,0,0,
1118,208.09700356317978,2.7471578,,,,,,,,,,,2507077.8,0,0,0,0,0,0,0,0,0,
1119,171.9933262488391,2.748949,,,,,,,,,,,0,2379708.2,0,0,0,0,0,0,0,0,
1120,726.4125035597039,2.757405,,,,,,,,,,,0,2644631.8,0,0,0,0,0,0,0,0,
1121,457.2419432355731,2.7620487,,,,,,,,,,,0,0,2028334.2,0,0,0,0,0,0,0,
1122,209.1539321855345,2.7638602,,,,,,,,,,,0,3344162.2,9763524.0,0,0,0,0,0,0,0,
1123,193.1593080922163,2.7703216,,,,,,,,,,,0,0,3254515.2,0,0,0,0,0,0,0,
1124,254.1756377785327,2.7703216,,,,,,,,,,,0,0,7087638.0,0,0,0,0,0,0,0,
1125,339.1082265254897,2.7703216,,,,,,,,,,,0,0,3100240.0,0,0,0,0,0,0,0,
1126,361.08999738076864,2.7703216,,,,,,,,,,,0,0,5124359.0,0,0,0,0,0,0,0,
1127,490.2864812631279,2.7720528,,,,,,,,,,,0,5083812.0,8982551.0,0,0,0,0,0,0,0,
1128,684.2652513892583,2.7737842,,,,,,,,,,,0,7.319566E7,0,0,0,0,0,0,0,0,
1129,147.04434745663957,2.7760737,,,,,,,,,,,0,2734577.0,1.5261751E7,0,0,0,0,0,0,0,
1130,136.07590110104388,2.7818258,,,,,,,,,,,0,8126348.5,0,0,0,0,0,0,0,0,
1131,154.08648772087616,2.7818258,,,,,,,,,,,0,5877253.5,0,0,0,0,0,0,0,0,
1132,276.12326156647214,2.7818258,,,,,,,,,,,0,1.4792786E8,0,0,0,0,0,0,0,0,
1133,298.10524912445044,2.7818258,,,,,,,,,,,0,3364370.8,0,0,0,0,0,0,0,0,
1134,325.09214024573805,2.7818258,,,,,,,,,,,0,4552311.0,0,0,0,0,0,0,0,0,
1135,360.1291119280745,2.7818258,,,,,,,,,,,0,9355651.0,0,0,0,0,0,0,0,0,
1136,365.08466465425045,2.7818258,,,,,,,,,,,0,4370194.5,0,0,0,0,0,0,0,0,
1137,418.2470459593464,2.7850986,,,,,,,,,,,1.1539177E7,1.0969916E7,8623744.0,1.0372791E7,1.0413935E7,1.1245262E7,1.1647834E7,0,1.074258E7,1.1792082E7,
1138,440.25488342298877,2.7897823,,,,,,,,,,,4524302.0,0,0,0,0,0,0,0,0,0,
1139,865.1965320875303,2.7897823,,,,,,,,,,,4.036391E7,0,0,0,0,0,0,0,0,0,
1140,887.1789117355974,2.7897823,,,,,,,,,,,3980188.8,0,0,0,0,0,0,0,0,0,
1141,262.14404554153947,2.7898653,,,,,,,,,,,0,1.06073096E8,0,0,0,0,0,0,0,0,
1142,1151.245910603044,2.7897823,,,,,,,,,,,1160404.0,0,0,0,0,0,0,0,0,0,
1143,191.1435500025922,2.7951758,,,,,,,,,,,0,0,4528177.5,0,0,0,0,0,0,0,
1144,411.1997407024514,2.7951758,,,,,,,,,,,0,0,7719607.0,0,0,0,0,0,0,0,
1145,543.3020358838133,2.7951758,,,,,,,,,,,0,0,5544041.5,0,0,0,0,0,0,0,
1146,560.3278694031168,2.7969675,,,,,,,,,,,2939073.5,1.3486211E7,3.681624E7,0,0,0,0,0,0,0,
1147,442.26985272056606,2.7977781,,,,,,,,,,,3.1700474E8,0,0,0,0,0,0,0,0,0,
1148,863.1814080885171,2.7977781,,,,,,,,,,,4694042.0,0,0,0,0,0,0,0,0,0,
1149,1728.3777199951662,2.7977781,,,,,,,,,,,1515113.0,0,0,0,0,0,0,0,0,0,
1150,307.1027488309881,2.7979486,,,,,,,,,,,0,4281801.5,0,0,0,0,0,0,0,0,
1151,410.20226557290385,2.7979486,,,,,,,,,,,0,1.7812532E7,0,0,0,0,0,0,0,0,
1152,415.1578293350542,2.7979486,,,,,,,,,,,0,1.0082297E7,0,0,0,0,0,0,0,0,
1153,1439.3088452487877,2.8057804,,,,,,,,,,,7199570.5,0,0,0,0,0,0,0,0,0,
1154,412.2184088310889,2.8116233,,,,,,,,,,,0,0,2.8506098E7,0,0,0,0,0,0,0,
1155,417.1738203862885,2.8116233,,,,,,,,,,,0,0,1.2579922E7,0,0,0,0,0,0,0,
1156,434.2029963687829,2.8116233,,,,,,,,,,,0,0,1.9562958E7,0,0,0,0,0,0,0,
1157,439.15837270248977,2.8116233,,,,,,,,,,,0,0,5915547.0,0,0,0,0,0,0,0,
1158,287.0549808657528,2.8138177,,,,,,,,,,,3.2123916E7,0,0,0,0,0,0,0,0,0,
1159,425.0868210384913,2.8138177,,,,,,,,,,,3.0754342E7,0,0,0,0,0,0,0,0,0,
1160,575.118356130179,2.8138177,,,,,,,,,,,6864505.5,0,0,0,0,0,0,0,0,0,
1161,577.133451769718,2.8138177,,,,,,,,,,,1.10749624E8,0,0,0,0,0,0,0,0,0,
1162,639.0619303090136,2.8138177,,,,,,,,,,,4793840.0,0,0,0,0,0,0,0,0,0,
1163,671.0725871580846,2.8138177,,,,,,,,,,,2595341.0,0,0,0,0,0,0,0,0,0,
1164,219.1496532000355,2.8144693,,,,,,,,,,,0,4725469.0,0,0,0,0,0,0,0,0,
1165,488.270614225776,2.8144693,,,,,,,,,,,0,1.5050036E7,0,0,0,0,0,0,0,0,
1166,453.3441896698909,2.815902,,,,,,,,,,,2652302.5,0,2796419.0,3723153.2,3920467.8,3932104.5,0,0,4206898.0,0,
1167,302.1968725069199,2.8199213,,,,,,,,,,,0,0,2497307.8,0,0,0,0,0,0,0,
1168,504.2659582799215,2.8199213,,,,,,,,,,,0,0,6799037.0,0,0,0,0,0,0,0,
1169,347.17315740047417,2.8228736,,,,,,,,,,,0,3308305.0,0,0,0,0,0,0,0,0,
1170,284.90466828808445,2.8253157,,,,,,,,,,,0,0,0,730399.94,0,0,0,0,0,0,
1171,227.98312759267054,2.8281045,,,,,,,,,,,0,0,0,0,0,0,0,815525.75,657750.94,0,
1172,241.10517963539212,2.8338141,,,,,,,,,,,0,2047463.8,3196697.0,0,0,0,0,0,0,0,
1173,139.9826812925106,2.8358848,,,,,,,,,,,0,0,2968989.0,3224233.2,0,0,0,1056327.4,0,0,
1174,644.3139843484353,2.8363712,,,,,,,,,,,0,0,2729132.2,0,0,0,0,0,0,0,
1175,520.3332770753609,2.836744,,,,,,,,,,,1.9494008E7,4.5225204E7,5.946019E7,1.2389502E7,1.297132E7,1.3923208E7,1.3646069E7,0,1.3121121E7,1.391356E7,
1176,271.0601067903524,2.8378384,,,,,,,,,,,9635661.0,0,0,0,0,0,0,0,0,0,
1177,623.1238437470572,2.8378384,,,,,,,,,,,2.2993136E8,0,0,0,0,0,0,0,0,0,
1178,645.1067239212979,2.8378384,,,,,,,,,,,1.0950048E7,0,0,0,0,0,0,0,0,0,
1179,685.0521362128397,2.8378384,,,,,,,,,,,4634266.0,0,0,0,0,0,0,0,0,0,
1180,717.0629321750034,2.8378384,,,,,,,,,,,3526447.0,0,0,0,0,0,0,0,0,0,
1181,1245.244569042635,2.8378384,,,,,,,,,,,4662841.0,0,0,0,0,0,0,0,0,0,
1182,503.30720263447773,2.8379254,,,,,,,,,,,0,3612283.2,4597184.5,0,0,0,0,0,0,0,
1183,684.266194473794,2.8394797,,,,,,,,,,,0,3521771.8,0,0,0,0,0,0,0,0,
1184,137.09652208061902,2.8445544,,,,,,,,,,,0,0,7115930.5,0,0,0,0,0,0,0,
1185,189.1279226479885,2.8445544,,,,,,,,,,,0,0,3802011.0,0,0,0,0,0,0,0,
1186,313.2167359786487,2.8445544,,,,,,,,,,,0,0,8086586.5,0,0,0,0,0,0,0,
1187,404.2286230383281,2.8445544,,,,,,,,,,,0,0,2785648.5,0,0,0,0,0,0,0,
